Time,Healthy,Outer Race,Inner Race,
0.029491275,-0.8444722,-0.559101,-1.832245,
0.029696076,-0.6604146,0.5843279,0.5965229,
0.029900877,0.2010027,-0.9731292,0.904586,
0.030105677,0.7132679,0.01422549,-0.3615686,
0.030310478,0.9036877,0.3732099,1.666929,
0.030515278,-0.3092321,0.6359138,1.467859,
0.030720079,-0.6097025,1.379146,-0.316431,
0.030924879,-0.7649769,-0.5719606,-0.2581138,
0.03112968,-0.2794398,-0.3033253,0.6498317,
0.03133448,-0.9717017,0.5123145,-1.226518,
0.031539281,-0.03754495,-0.06375627,-0.3006796,
0.031744081,-0.7942154,-0.1723056,-0.3854049,
0.031948882,0.5959938,0.3008272,-0.09555443,
0.032153682,-0.3631191,-0.1478171,-1.172852,
0.032358483,-1.81482,-0.8603836,0.23856,
0.032563283,-0.7132064,-0.04230729,-0.9314003,
0.032768084,0.1571326,0.3584921,-0.6354707,
0.032972884,-0.4397472,-0.5198825,-0.4515116,
0.033177685,-0.05650816,-1.268948,-0.500747,
0.033382485,0.7872134,0.08393776,-0.4566923,
0.033587286,-0.758221,0.4465031,-0.9095329,
0.033792087,1.457116,-0.7858105,0.3070663,
0.033996887,0.1403229,1.018636,-0.6082627,
0.034201688,-0.2501643,-2.681763,-0.562842,
0.034406488,-1.043309,-2.082963,-0.4814762,
0.034611289,-1.422266,-0.02947236,-0.01651436,
0.034816089,-0.1458236,2.568796,-0.2129024,
0.03502089,-0.8541446,1.584948,-0.12435,
0.03522569,0.1441869,0.3542343,-0.3162587,
0.035430491,-1.022722,2.414764,0.331001,
0.035635291,1.211037,1.581859,-0.942537,
0.035840092,-1.389828,0.3285645,-0.9577346,
0.036044892,0.7406114,-2.571479,-0.02564526,
0.036249693,-0.3332653,-0.8313912,-0.04688504,
0.036454493,-0.8144953,2.160859,-0.3813563,
0.036659294,-2.430836,0.3601903,0.09118587,
0.036864094,0.3154342,-0.07502837,0.7793746,
0.037068895,-0.5660415,-1.228573,-0.491813,
0.037273695,0.7477733,0.8137939,-2.328439,
0.037478496,0.6847062,-0.726952,-1.451209,
0.037683296,-0.06245186,-0.7325141,-2.170716,
0.037888097,-0.6868105,-2.328526,1.506339,
0.038092898,0.6902438,0.5610331,0.8787315,
0.038297698,0.3230638,-0.2351882,0.6902807,
0.038502499,-1.602521,-0.9221833,1.210606,
0.038707299,0.4633374,-0.4962308,-0.2243591,
0.0389121,-0.3335114,-0.6457461,-1.592615,
0.0391169,-0.7870657,-2.178456,0.6267337,
0.039321701,0.4295581,-0.9654997,1.285844,
0.039526501,-0.9139138,0.2840298,0.4738958,
0.039731302,-1.23523,-0.04492842,0.7626141,
0.039936102,-0.1681709,0.2054697,0.4813285,
0.040140903,-1.343373,-0.2933576,0.3597596,
0.040345703,-0.2410949,1.2736,0.09557904,
0.040550504,0.2522071,-0.2744929,-0.2470386,
0.040755304,-0.311361,1.210631,-0.2337115,
0.040960105,-2.35027,-0.1135209,-0.8027187,
0.041164905,0.4707209,-0.8517203,-0.5972982,
0.041369706,-0.3738129,-0.4695272,-0.7706252,
0.041574506,-0.1105921,-0.5038357,0.2956219,
0.041779307,-0.7559321,-2.118343,-0.9793929,
0.041984107,0.01971387,-0.2900843,-0.820156,
0.042188908,0.2782584,0.2476539,-0.5827035,
0.042393709,-0.2704442,0.1719364,0.03044451,
0.042598509,1.084533,0.7490408,-1.045635,
0.04280331,-0.9512249,0.6356061,0.01902474,
0.04300811,-0.6833526,-0.05282874,-0.1598398,
0.043212911,-1.532464,0.2795505,-0.4911977,
0.043417711,0.4384059,-0.114936,-0.2575355,
0.043622512,1.260137,0.05308716,-0.300495,
0.043827312,-1.401026,-0.5083397,0.4050942,
0.044032113,0.0984709,-0.3136622,0.3794735,
0.044236913,0.4711639,-0.9437799,0.197594,
0.044441714,0.8981993,-0.3191752,0.4468231,
0.044646514,-0.2725116,0.6345232,-0.4048111,
0.044851315,-0.2591229,-0.7411529,3.438753,
0.045056115,-0.4686536,-0.604817,-0.8482255,
0.045260916,0.3790305,-0.08244877,-0.02557142,
0.045465716,-1.517833,-0.1758374,-1.981982,
0.045670517,0.1241038,-0.3540744,1.177171,
0.045875317,0.2765725,0.2934315,2.982541,
0.046080118,-1.064844,-0.8447307,-0.9798358,
0.046284918,0.5970891,0.06449462,8.097072,
0.046489719,0.2942683,0.3892812,7.665385,
0.04669452,-0.05991687,0.1622149,12.6299,
0.04689932,0.4132775,0.6512714,5.274653,
0.047104121,-0.1327302,0.607549,-1.696377,
0.047308921,-1.131677,1.885234,3.05677,
0.047513722,0.1863465,-0.2146867,2.037949,
0.047718522,-0.01877863,0.8558551,0.1439285,
0.047923323,-0.3914717,0.6823435,1.569689,
0.048128123,0.4766523,0.171518,-0.3467032,
0.048332924,0.4305548,0.8730216,0.2346836,
0.048537724,0.278726,-1.609351,1.36972,
0.048742525,0.8367442,-0.6422759,-0.3939943,
0.048947325,-0.0635963,2.205603,-0.2700258,
0.049152126,-2.494961,-0.2351143,1.247204,
0.049356926,-0.7867335,-0.09470533,-0.009906158,
0.049561727,-0.3296966,-0.5825436,-1.626997,
0.049766527,-0.6812729,0.2749851,-0.4768123,
0.049971328,0.6267337,0.9415649,-0.1844514,
0.050176128,0.5184181,-2.714718,-0.0952837,
0.050380929,0.4768738,-0.6046079,0.01757266,
0.050585729,0.5314623,-0.2513703,0.5556062,
0.05079053,-1.210803,-0.3690874,-0.2166064,
0.050995331,-0.408269,-0.8550306,0.2013473,
0.051200131,-0.3611994,-0.9444075,0.02416856,
0.051404932,1.9848,-0.5884134,-0.6095917,
0.051609732,-1.499571,0.05834173,0.2782707,
0.051814533,0.03630207,-1.301743,0.2113765,
0.052019333,0.4440912,-1.070714,-0.890865,
0.052224134,0.04752494,1.52609,-0.6987718,
0.052428934,-0.4672876,1.122423,0.02633438,
0.052633735,1.597906,0.03472693,-0.6418698,
0.052838535,0.6985502,0.05825559,-0.2771509,
0.053043336,-1.213166,-0.4777229,0.6452908,
0.053248136,-1.757303,-0.1750867,-0.6316314,
0.053452937,1.068598,-1.269009,-0.8070134,
0.053657737,-0.6609437,1.167573,-1.794134,
0.053862538,-0.434025,0.4662785,-0.3127269,
0.054067338,-0.8556951,0.1010059,2.617601,
0.054272139,0.3725454,0.2123856,2.892832,
0.054476939,-1.164657,-1.465274,4.112458,
0.05468174,-1.013861,-1.051332,4.78812,
0.054886541,0.3494843,0.290072,7.175774,
0.055091341,0.6522189,-0.7396638,-1.401494,
0.055296142,-0.1379479,-1.160153,-5.705541,
0.055500942,0.6479119,-0.4316131,-2.623163,
0.055705743,-0.6890748,0.479335,-0.3739728,
0.055910543,-0.8191592,-1.192505,-0.2173202,
0.056115344,1.534101,0.4203656,-0.2809165,
0.056320144,0.7468874,-1.238233,1.157778,
0.056524945,0.8056352,-1.229963,1.863613,
0.056729745,-0.6253678,-1.464524,-0.8582178,
0.056934546,-0.8428971,-0.2106135,0.7418789,
0.057139346,-1.192591,-0.7542954,1.214089,
0.057344147,-0.2916348,-0.09676039,-1.098082,
0.057548947,0.1286693,0.1178771,-1.298383,
0.057753748,1.575337,0.1409997,-0.3817624,
0.057958548,-0.2530439,0.6905268,-0.4105456,
0.058163349,-0.4867923,-0.7438847,-1.069102,
0.058368149,0.5728097,-0.03012456,0.04778336,
0.05857295,1.532415,0.04817715,-0.4392673,
0.05877775,0.3698627,-0.6341171,-0.6773351,
0.058982551,-1.780499,0.7045555,-1.017369,
0.059187352,-2.775213,-1.004361,-0.3406857,
0.059392152,-0.3172555,-1.390246,-0.5212362,
0.059596953,-1.163524,-0.6720558,0.3718931,
0.059801753,0.494828,-0.1813011,0.3421378,
0.060006554,0.4008118,-0.4647649,-0.190309,
0.060211354,0.9456258,-0.4005656,-0.1060513,
0.060416155,-0.2768309,0.2663341,0.05834173,
0.060620955,2.066511,-0.3574954,-0.238966,
0.060825756,-0.2128163,-1.546517,-0.1348468,
0.061030556,-0.1473741,-5.547584,-0.829127,
0.061235357,0.02292568,-0.8089947,0.1246822,
0.061440157,0.9976054,0.5443095,-0.3559079,
0.061644958,1.032,-0.726669,-1.034978,
0.061849758,0.9800081,0.03331176,-0.4678414,
0.062054559,0.04052295,0.6806699,1.189489,
0.062259359,0.05919083,0.05472383,-3.055982,
0.06246416,0.3146343,-0.2211473,0.1494784,
0.06266896,-0.8966611,-0.7110529,-0.6759568,
0.062873761,0.1160928,-1.532526,-1.387748,
0.063078561,-1.243167,-0.6671705,-0.4285859,
0.063283362,-0.1378494,-1.205733,-1.533621,
0.063488163,-0.7687178,-1.216279,-1.67275,
0.063692963,-0.1573295,-0.6925819,-1.217128,
0.063897764,0.7790301,0.1428948,1.115101,
0.064102564,0.9006481,-0.4053156,0.511613,
0.064307365,-1.401001,-0.228137,-0.1851282,
0.064512165,-0.4359694,-0.5278936,0.2033039,
0.064716966,-0.1671495,-0.07998761,0.4796795,
0.064921766,1.628548,0.4137697,0.1549052,
0.065126567,0.3629345,0.8343692,0.4438697,
0.065331367,2.475715,0.1634331,1.187065,
0.065536168,1.381571,-0.3400827,0.4067431,
0.065740968,0.6574981,-0.821202,-0.2118072,
0.065945769,-0.7907452,-0.7836939,0.5886472,
0.066150569,0.7408575,-0.4446573,-0.212644,
0.06635537,0.6712929,-0.03053065,-0.4720007,
0.06656017,0.406497,-0.6634295,-0.7500991,
0.066764971,-1.343546,-1.071612,-0.6414268,
0.066969771,-1.208317,-0.6370952,-0.9416879,
0.067174572,0.1599629,-0.3240114,0.1612058,
0.067379372,-0.0191355,-0.7554153,-0.5739049,
0.067584173,-0.1493307,-1.137793,0.1189231,
0.067788974,-0.4874937,-0.3939943,-0.924226,
0.067993774,-0.0348869,1.227724,0.2880415,
0.068198575,-1.030154,-0.1160313,-0.1744591,
0.068403375,0.8436354,-0.9788637,-0.2307335,
0.068608176,1.594854,0.02215041,-0.5310808,
0.068812976,0.4180275,-0.6749108,0.1788769,
0.069017777,0.7675734,-0.5085612,0.6259707,
0.069222577,-0.9033677,-0.6769782,-0.3355911,
0.069427378,1.256704,0.7624173,-0.3839898,
0.069632178,-0.141775,0.3925792,-0.587392,
0.069836979,0.3358864,1.001593,-0.7626387,
0.070041779,-1.605868,0.5811038,-0.7183133,
0.07024658,-0.5170153,-0.8904097,-0.2743821,
0.07045138,0.06915852,-0.7155076,-0.8792976,
0.070656181,-1.069028,-0.98258,0.5575259,
0.070860981,0.05531451,0.3492997,0.9659672,
0.071065782,-0.1120319,-0.1732285,-0.9700159,
0.071270582,-1.007868,-1.336839,2.151531,
0.071475383,-0.3830422,0.4696995,2.112091,
0.071680184,0.5083397,-2.297773,1.342426,
0.071884984,0.951188,-0.4501579,2.560034,
0.072089785,1.344666,-0.4172769,-0.5121053,
0.072294585,-0.6653123,0.09172732,2.367522,
0.072499386,-0.0533948,-2.701526,1.400497,
0.072704186,1.191422,-1.041193,2.271956,
0.072908987,-1.225029,1.29559,1.27659,
0.073113787,-1.765265,-0.9241768,0.5048202,
0.073318588,-0.8480655,-1.654021,0.2437776,
0.073523388,-0.532496,-2.712724,1.327327,
0.073728189,0.140126,2.601935,0.8642599,
0.073932989,-2.036115,2.203794,0.1353759,
0.07413779,0.2696813,-1.297707,-0.01848329,
0.07434259,0.2652512,-0.8380855,0.06289487,
0.074547391,0.09795406,1.9579,-0.5842049,
0.074752191,-1.494119,0.03940313,-0.895972,
0.074956992,-0.3341021,-0.7807036,-0.7893423,
0.075161792,-0.7974026,-0.8373841,-1.332434,
0.075366593,-0.1002798,-1.045918,-0.9611925,
0.075571393,-1.529621,0.3097243,-0.2532285,
0.075776194,-1.280515,-2.056777,-0.07511451,
0.075980995,-0.65009,0.5937296,-0.6506192,
0.076185795,-0.2306843,1.692452,-0.4096719,
0.076390596,0.9319909,1.86915,-1.19355,
0.076595396,-0.251198,-0.1236731,-0.7843708,
0.076800197,0.3471708,1.343656,-0.2367879,
0.077004997,0.765063,0.3454357,0.06194733,
0.077209798,0.9092621,0.5122406,-0.7140802,
0.077414598,-0.632665,-0.3174031,-0.1810181,
0.077619399,0.8696006,-1.009431,-0.6532649,
0.077824199,-0.8522126,-0.8527786,0.06268568,
0.078029,-0.3555264,1.18629,-0.01840946,
0.0782338,-0.2936037,0.389958,-0.2423255,
0.078438601,1.33316,0.6524282,-0.5285827,
0.078643401,-1.633507,-0.6319144,-1.234849,
0.078848202,1.109846,-1.697645,0.8518803,
0.079053002,-0.654594,-0.4201687,-0.5383043,
0.079257803,1.082343,0.2003136,-0.8585747,
0.079462603,0.5118468,0.5492564,-0.2284815,
0.079667404,-0.09001683,0.3598212,-0.2853958,
0.079872204,-0.4911854,0.5608977,0.9255919,
0.080077005,-0.7749814,0.016379,0.6892225,
0.080281806,0.7381995,-0.6546309,-0.5407408,
0.080486606,-0.1104444,2.053257,-3.742952,
0.080691407,-0.08241185,-0.5115392,-0.440141,
0.080896207,-0.365568,-0.5752955,2.218315,
0.081101008,-0.7600669,-0.4232944,-0.6421036,
0.081305808,-0.03884936,0.5657954,0.5758246,
0.081510609,0.2522317,-0.03500996,-0.2151297,
0.081715409,-1.177208,-0.04268877,0.8338031,
0.08192021,-0.5090165,0.6959168,0.8267888,
0.08212501,-0.1358066,-0.5130528,0.495837,
0.082329811,-0.4302103,-0.4735267,0.1788892,
0.082534611,-1.880398,0.3032515,-0.5927328,
0.082739412,0.1308597,-0.13876,-0.5411962,
0.082944212,-1.001236,1.254279,0.1758128,
0.083149013,0.008970917,-0.6177258,-0.2530439,
0.083353813,0.06432234,-0.9134216,0.4600272,
0.083558614,-0.2410457,-0.2875493,-0.7241094,
0.083763414,-0.1917118,0.751096,-0.4036913,
0.083968215,-1.402257,1.503312,-0.08257183,
0.084173015,-0.9549044,-0.5314992,-1.558688,
0.084377816,0.1196738,-3.413563,-0.4262355,
0.084582617,1.698444,-0.6742955,-0.6386825,
0.084787417,-0.3098228,0.3228546,0.02950927,
0.084992218,1.159242,-1.274129,0.1730686,
0.085197018,0.07026603,0.8934492,-0.3811471,
0.085401819,0.448349,-0.09580054,-0.36766,
0.085606619,-0.08315019,-1.013098,-0.4109886,
0.08581142,-0.7857983,-1.07459,-0.8465027,
0.08601622,1.158257,-0.6712929,-0.09588668,
0.086221021,-0.2933453,0.5643064,0.2531546,
0.086425821,0.5653524,-0.4163909,-0.360055,
0.086630622,-0.9968793,-0.7761874,1.007733,
0.086835422,-0.1120442,-0.2751328,-0.1132009,
0.087040223,-1.984714,0.9189222,0.8811312,
0.087245023,-0.4770584,0.645623,0.09663733,
0.087449824,-1.349452,0.6705545,-0.9435338,
0.087654624,-0.3617163,-0.7159383,0.9748643,
0.087859425,-0.2024056,-2.709119,0.5211993,
0.088064225,1.025097,0.4298288,1.636854,
0.088269026,-0.05783719,-0.4896349,3.036932,
0.088473826,-1.542973,0.1625594,2.6113,
0.088678627,1.458839,0.105436,-1.940462,
0.088883428,-0.07246877,-1.338648,15.40013,
0.089088228,-1.250096,-1.245001,6.335732,
0.089293029,-0.5151079,-0.1922902,3.429401,
0.089497829,-1.236756,0.2111304,4.35327,
0.08970263,0.1126472,0.283193,1.564385,
0.08990743,0.002842636,-1.637494,1.11963,
0.090112231,0.2675155,-1.122337,-0.02536222,
0.090317031,-1.57594,-0.7408083,1.975989,
0.090521832,-0.3123331,0.4529637,-1.089862,
0.090726632,-0.2299705,-0.5544987,-2.213922,
0.090931433,0.822371,0.6997562,-1.190228,
0.091136233,-0.8875794,0.2190676,-2.092894,
0.091341034,-0.9197713,-0.8599529,-0.6896777,
0.091545834,-1.24505,0.2176524,0.1336408,
0.091750635,0.2080785,-0.4798026,-0.4091797,
0.091955435,-0.6702592,0.3960371,-1.037132,
0.092160236,-0.492736,-0.08580825,-0.7368335,
0.092365036,-0.04599903,0.1217534,0.02061219,
0.092569837,-0.006928157,-0.1111705,-0.2378462,
0.092774638,-0.5143449,-0.6227343,-0.3696658,
0.092979438,1.40692,1.094218,0.1799844,
0.093184239,0.4983966,0.2210119,-0.1035532,
0.093389039,-0.2718594,-0.1453929,-1.01711,
0.09359384,0.4959355,-0.2250113,0.5948493,
0.09379864,1.084349,-0.7468135,-0.7957905,
0.094003441,-0.28798,-0.7096869,0.2827008,
0.094208241,0.3411779,0.6123236,-0.3821562,
0.094413042,-0.1513981,0.5172368,0.3462356,
0.094617842,0.7598453,1.664013,0.3983383,
0.094822643,0.1487523,-0.6324189,0.6130373,
0.095027443,-2.144788,0.319815,-0.1556559,
0.095232244,-0.7860566,0.457406,-0.3215748,
0.095437044,-0.8384424,-0.4129575,0.4333606,
0.095641845,-0.02371325,-0.6015314,-0.9416879,
0.095846645,-0.8164889,-1.151514,-0.8218419,
0.096051446,0.3824023,-1.485628,-1.49711,
0.096256246,1.042275,-2.336881,1.182955,
0.096461047,0.2877093,0.2704566,1.412483,
0.096665847,0.4929329,-0.4152465,-3.668958,
0.096870648,-0.3120624,0.5220607,-3.119135,
0.097075449,-0.5102963,0.6891732,4.046339,
0.097280249,-2.211621,1.126902,2.335503,
0.09748505,0.3685091,-1.138273,5.168319,
0.09768985,-0.6566736,-0.588315,-1.68476,
0.097894651,0.2369848,0.7252169,-2.616702,
0.098099451,0.8726156,-1.052797,0.5100995,
0.098304252,1.534261,-1.097922,-0.6800792,
0.098509052,0.2819994,-0.1191569,0.3089367,
0.098713853,1.720053,3.187887,1.008681,
0.098918653,0.2514687,1.421884,-1.154467,
0.099123454,0.6279396,-0.009204728,-0.9132616,
0.099328254,0.6409469,-1.566613,0.2975908,
0.099533055,0.3870046,-2.360151,0.4752248,
0.099737855,0.005611438,1.733282,-0.3554157,
0.099942656,0.2248636,1.242884,-0.416157,
0.100147456,-0.1935823,-1.801259,-0.4824606,
0.100352257,0.8585008,-2.155469,0.1695122,
0.100557057,0.4210178,-0.7998022,-0.8375933,
0.100761858,-0.160689,0.3997534,0.5932742,
0.100966658,0.06162738,0.4617992,-0.4673122,
0.101171459,-2.605455,0.5914899,-0.008355629,
0.10137626,0.1708289,-0.8559536,0.1721456,
0.10158106,0.9933476,-0.2723147,-0.2280016,
0.101785861,-0.2935053,-1.730403,1.392498,
0.101990661,-1.112209,-0.6377227,0.4429837,
0.102195462,-1.552436,-0.753028,0.6702592,
0.102400262,-0.9236107,-0.4351941,-0.2579539,
0.102605063,0.01800337,-1.469705,-0.3930099,
0.102809863,-0.9637892,-0.3109795,0.2680815,
0.103014664,-0.1981354,-0.2662972,-1.663164,
0.103219464,0.2419441,1.258796,0.04383321,
0.103424265,-0.6287641,-0.5185658,-0.3613102,
0.103629065,-2.010347,-0.002411934,0.07241955,
0.103833866,-0.8415681,0.5634204,-0.4003687,
0.104038666,0.4081706,0.6348678,-0.3538651,
0.104243467,-0.1930778,0.5639988,-0.9656227,
0.104448267,0.4055002,0.09410234,-0.5163507,
0.104653068,-0.3247005,0.2618671,-0.1394369,
0.104857868,0.2875985,0.2755511,-1.634971,
0.105062669,-0.4985812,0.4883797,-2.157943,
0.105267469,-0.9506712,0.4113701,-3.268121,
0.10547227,-1.210249,0.3600058,-0.4590427,
0.105677071,0.8247461,0.135339,2.121037,
0.105881871,0.2995597,-1.05607,-0.6619651,
0.106086672,-0.2107243,-1.400657,-0.01557912,
0.106291472,-0.8609497,0.2648943,-0.9361995,
0.106496273,-2.029716,-0.793194,-0.942377,
0.106701073,-1.9365,-1.143306,-0.3616055,
0.106905874,0.9379593,-0.8556459,-0.4565569,
0.107110674,-0.528878,-1.267373,1.085075,
0.107315475,0.6652508,-0.8956274,-0.05898163,
0.107520275,1.028222,0.04049834,-0.1560866,
0.107725076,0.8159351,-0.3644974,-1.509083,
0.107929876,-1.404348,-0.1059651,-0.02000921,
0.108134677,-0.7570027,0.8599652,0.01844637,
0.108339477,-0.2239407,0.540827,-0.05541295,
0.108544278,1.134975,-0.04834943,-0.6226112,
0.108749078,0.7560428,-0.4289305,-1.00809,
0.108953879,-0.6536587,-0.1177171,-0.9497359,
0.109158679,0.7674749,-1.814365,0.07833863,
0.10936348,0.07668965,-0.04969076,-0.1619688,
0.10956828,0.2985137,-0.5154771,0.6583841,
0.109773081,-0.4495549,-1.113711,-1.073015,
0.109977882,-1.144253,-1.156153,-0.2190553,
0.110182682,0.07917543,-1.313618,0.5619314,
0.110387483,-1.534433,-0.7196423,0.2225748,
0.110592283,-1.924182,-1.052169,-1.108936,
